"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaM_seaway","RavennaM_geodesic","SWC_seaway","SWC_geodesic","Toralla_seaway","Toralla_geodesic"
59.05966,5.71851,2022,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1154,461,310,353,311,1370,1155,6232,1687,473,384,2285,2124
58.273133,8.537156,2022,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1272,178,164,149,156,1356,1203,6218,1560,215,200,2271,2156
58.930679,5.598445,2022,9,"Norway","HUMAN_OBSERVATION",59.05,5.55000000000001,13.57,1331,1145,451,320,344,317,1361,1149,6223,1689,464,392,2276,2118
52.45,4.55,2022,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,825,610,574,707,648,5569,1059,807,740,1622,1514
51.6,4,2022,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,952,943,926,720,675,646,589,5509,1009,916,840,1562,1422
52.45,4.55,2022,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,825,610,574,707,648,5569,1059,807,740,1622,1514
51.55,3.85,2022,12,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.55,3.85,2022,12,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.55,3.85,2022,12,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.55,3.85,2022,12,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
53.025,4.709,2022,12,"Netherlands","HUMAN_OBSERVATION",53.05,4.65000000000001,4.83,1424,962,767,763,543,513,750,677,5612,1110,740,683,1665,1565
53.15,4.85,2021,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
53.15,4.8,2021,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,3.34,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
53.15,4.85,2021,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
53.15,4.85,2021,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
53.15,4.85,2021,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
52.8,4.65,2021,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1400,966,800,787,576,537,726,667,5588,1087,773,705,1641,1546
51.4,3.7,2021,1,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.55,3.6,2021,1,"Netherlands","HUMAN_OBSERVATION",51.65,3.55000000000001,11.66,1282,920,941,935,717,685,608,559,5470,1034,914,853,1523,1403
51.65,4.1,2021,1,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
51.633,3.691,2021,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
51.63,3.69,2021,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
53.15,4.85,2021,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
49.39152,-1.07859,2021,2,"France","HUMAN_OBSERVATION",49.45,-1.04999999999999,6.83,925,738,1325,1311,1105,1067,265,245,5095,1159,1300,1243,1148,1001
51.633,3.691,2021,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
51.95,4,2021,3,"Netherlands","HUMAN_OBSERVATION",51.95,3.95000000000001,3.43,1321,938,899,893,676,643,647,593,5509,1040,872,810,1562,1446
51.6,3.65,2021,3,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,5.57,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
52.65,4.6,2021,3,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,3.38,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.633,3.691,2021,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
60.807186,4.977646,2021,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1358,1223,655,405,548,494,1551,1294,6413,1885,668,519,2466,2266
60.639382,5.007299,2021,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1355,1213,634,395,526,478,1530,1279,6392,1866,646,506,2445,2251
60.657783,4.985812,2021,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1350,1213,633,397,525,480,1529,1280,6391,1869,645,508,2444,2252
51.4,3.7,2021,4,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
59.419894,5.250249,2021,4,"Norway","HUMAN_OBSERVATION",59.45,5.15000000000001,6.59,1319,1147,498,346,390,365,1399,1172,6261,1738,510,430,2314,2142
51.45,4.05,2021,5,"Netherlands","HUMAN_OBSERVATION",51.45,3.95000000000001,6.94,1325,953,952,943,729,692,651,582,5513,998,925,856,1566,1408
51.4,3.7,2021,5,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.6,4,2021,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,952,943,926,720,675,646,589,5509,1009,916,840,1562,1422
51.61164,-5.05439,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,555,368,1778,1302,1558,1089,288,152,5061,1517,1752,1272,1112,1081
56.66787,-5.979397,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,4.76,499,446,1255,1047,1147,922,849,710,5616,1870,1267,1079,1668,1616
55.9416,-4.917654,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.95,-4.84999999999999,4.32,538,436,1431,1010,1324,863,768,623,5534,1764,1444,1028,1586,1552
59.180099,5.42293,2021,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1329,1146,462,328,354,332,1369,1156,6231,1705,474,404,2284,2126
51.633,3.691,2021,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
53.1,4.7,2021,7,"Netherlands","HUMAN_OBSERVATION",53.15,4.65000000000001,6.49,1432,961,757,753,533,504,758,682,5620,1119,730,674,1673,1573
58.27087,11.49319,2021,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1718,1438,73,71,211,211,1478,1340,6341,1539,69,67,2394,2278
58.25933,11.46619,2021,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1718,1436,73,72,211,209,1478,1338,6341,1538,69,66,2394,2276
58.25283,11.44154,2021,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1718,1435,73,72,211,207,1478,1336,6341,1537,69,66,2394,2274
50.2607,-3.858967,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,707,525,1480,1357,1260,1127,25,24,4959,1380,1454,1309,1012,970
58.95245,11.08492,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1724,1436,13,9,253,258,1509,1365,6372,1616,152,147,2425,2313
58.18615,11.42528,2021,8,"Sweden","HUMAN_OBSERVATION",58.15,11.35,5.98,1709,1427,79,82,200,196,1468,1325,6330,1526,61,57,2383,2263
58.19169,11.42068,2021,8,"Sweden","HUMAN_OBSERVATION",58.15,11.35,6.23,1709,1427,79,82,200,196,1468,1325,6330,1526,61,57,2383,2263
58.19109,11.4343,2021,8,"Sweden","HUMAN_OBSERVATION",58.25,11.45,6.62,1718,1435,73,73,211,208,1478,1337,6341,1537,69,66,2394,2274
58.34452,11.25358,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1427,56,60,207,208,1471,1333,6333,1548,84,79,2386,2273
58.33081,11.23589,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1425,56,61,207,206,1471,1331,6333,1546,84,78,2386,2271
58.34547,11.24351,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1426,56,60,207,207,1471,1333,6333,1548,84,79,2386,2273
58.38491,11.23129,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1426,56,55,207,210,1471,1335,6333,1552,84,84,2386,2275
58.3868,11.23012,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1426,56,55,207,210,1471,1335,6333,1552,84,84,2386,2275
58.37773,11.24119,2021,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1711,1427,56,56,207,210,1471,1335,6333,1551,84,83,2386,2275
50.18494,-5.027431,2021,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,472,1561,1417,1342,1192,72,65,4909,1456,1536,1375,961,930
50.74154,-1.355437,2021,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,6.73,896,634,1300,1208,1080,971,222,196,5107,1249,1274,1152,1160,1101
50.59434,-4.824127,2021,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-4.84999999999999,6.46,594,444,1680,1370,1460,1147,191,58,4967,1462,1655,1330,1019,983
59.284049,5.806831,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1355,1170,480,307,372,327,1389,1178,6251,1709,492,389,2304,2148
59.28055,5.86175,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1355,1173,480,304,372,325,1389,1180,6251,1708,492,386,2304,2149
60.423669,4.914171,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
58.22833,6.50283,2021,9,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,1398,1155,330,280,223,216,1299,1114,6161,1588,343,319,2214,2076
58.968962,5.878673,2021,9,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,4.61,1358,1161,477,297,369,293,1386,1154,6248,1671,489,367,2301,2122
59.254302,10.703994,2021,9,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1714,1422,54,49,274,278,1520,1367,6383,1651,191,186,2436,2319
59.038457,11.115303,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1734,1440,25,18,266,267,1522,1373,6384,1625,163,155,2437,2321
59.04749,10.87016,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1717,1427,29,23,258,262,1510,1362,6373,1627,166,160,2426,2312
58.74279,9.267662,2021,9,"Norway","HUMAN_OBSERVATION",58.75,9.35000000000001,4.82,1619,1333,108,102,203,207,1430,1274,6292,1604,190,184,2345,2228
59.043072,10.296316,2021,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1683,1396,61,50,245,250,1488,1336,6351,1630,180,173,2404,2289
58.82282,11.07058,2021,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1720,1431,6,6,244,245,1501,1356,6363,1601,140,133,2416,2302
58.8341,11.03961,2021,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1720,1429,6,6,244,245,1501,1355,6363,1603,140,135,2416,2302
57.5601,11.88768,2021,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1748,1445,152,154,213,186,1482,1317,6344,1459,13,16,2397,2243
52.48,4.57,2021,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,967,834,821,610,571,707,650,5569,1061,807,737,1622,1517
53.3,5,2021,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1461,982,736,727,512,477,787,710,5650,1121,709,647,1703,1601
51.5,3.9,2021,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
52.65,4.6,2021,12,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,3.38,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.7,3.65,2021,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,925,938,927,715,677,615,567,5477,1033,911,844,1530,1412
51.65,4.1,2021,12,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
51.4,3.7,2020,1,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2020,1,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
50.56926,-2.446446,2020,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,7.15,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.56926,-2.446446,2020,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,7.15,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
52.95,4.75,2020,2,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,6.71,1416,963,778,773,554,523,742,673,5604,1101,751,692,1657,1557
53.175546,-4.248254,2020,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.54,654,362,1676,1158,1569,957,455,299,5226,1550,1689,1139,1278,1248
50.5701,-2.441694,2020,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.86,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.58595,-2.418208,2020,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.27,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
60.423669,4.914171,2020,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
59.043072,10.296316,2020,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1683,1396,61,50,245,250,1488,1336,6351,1630,180,173,2404,2289
58.22833,6.50283,2020,6,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,1398,1155,330,280,223,216,1299,1114,6161,1588,343,319,2214,2076
54.49573,-5.638792,2020,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.08,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
50.71309,-1.462423,2020,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,896,635,1300,1212,1080,975,222,195,5107,1248,1274,1155,1160,1097
58.51472,11.23061,2020,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1719,1430,34,41,225,222,1484,1343,6346,1567,106,97,2399,2285
58.49773,11.25622,2020,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1715,1431,45,43,216,221,1475,1343,6338,1565,94,95,2391,2285
55.44918,-5.308479,2020,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,497,378,1404,1060,1296,905,708,571,5474,1752,1416,1073,1526,1492
55.44918,-5.308479,2020,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,497,378,1404,1060,1296,905,708,571,5474,1752,1416,1073,1526,1492
55.71183,-4.957391,2020,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,534,414,1427,1027,1320,876,745,597,5511,1752,1440,1043,1563,1525
54.4889,-5.644797,2020,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.81,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
58.5441,11.16612,2020,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1713,1427,33,37,221,222,1480,1342,6342,1570,107,102,2395,2285
58.60531,11.19989,2020,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1717,1431,22,31,230,229,1488,1347,6350,1577,117,108,2403,2291
57.94645,11.51696,2020,8,"Sweden","HUMAN_OBSERVATION",57.95,11.45,3.98,1707,1428,103,105,198,185,1465,1318,6328,1503,38,34,2381,2252
54.388447,-5.456842,2020,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,552,310,1520,1128,1412,953,584,456,5351,1692,1532,1129,1403,1374
59.254302,10.703994,2020,9,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1714,1422,54,49,274,278,1520,1367,6383,1651,191,186,2436,2319
59.0267,10.5268,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1700,1408,44,37,251,252,1499,1345,6362,1627,172,166,2415,2297
58.99358,9.808552,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1655,1367,79,76,229,237,1465,1311,6327,1627,185,184,2380,2265
59.02325,9.753881,2020,9,"Norway","HUMAN_OBSERVATION",58.95,9.75000000000001,8.16,1651,1362,85,78,228,232,1462,1306,6324,1623,188,183,2377,2260
59.038457,11.115303,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1734,1440,25,18,266,267,1522,1373,6384,1625,163,155,2437,2321
59.04749,10.87016,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1717,1427,29,23,258,262,1510,1362,6373,1627,166,160,2426,2312
59.43692,10.58157,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1728,1425,77,69,293,296,1536,1377,6399,1672,214,207,2452,2332
63.44145,10.60762,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1787,1633,1173,510,1065,734,2066,1702,6928,2117,1185,645,2981,2673
63.43972,10.6243,2020,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1787,1633,1173,509,1065,734,2066,1702,6928,2116,1185,644,2981,2674
50.13929,-5.072982,2020,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1423,1342,1198,72,70,4909,1457,1536,1381,961,924
50.13929,-5.072982,2020,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1423,1342,1198,72,70,4909,1457,1536,1381,961,924
51.65,4.1,2020,11,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
51.65,4.1,2020,11,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
53.3,5.05,2020,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1461,986,736,726,512,475,787,713,5650,1119,709,644,1703,1604
51.4,3.7,2020,11,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
50.59329,-2.461707,2020,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.89,811,579,1376,1273,1156,1040,137,116,5037,1308,1350,1221,1090,1041
51.4,3.7,2020,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
53.4,5.4,2020,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1486,1008,715,705,491,454,812,739,5674,1117,688,621,1727,1628
50.59329,-2.461707,2020,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.89,811,579,1376,1273,1156,1040,137,116,5037,1308,1350,1221,1090,1041
51.63,3.69,2020,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
51.633,3.691,2019,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
52.64,4.62,2019,1,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,4.86,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.75,3.9,2019,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1313,940,920,914,696,664,639,585,5502,1026,893,830,1555,1428
51.633,3.691,2019,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
52.46,4.56,2019,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,824,610,573,707,649,5569,1059,807,739,1622,1515
52.684,4.632,2019,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.71,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
53.39856,-2.989541,2019,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,735,451,1690,1064,1583,860,598,347,5369,1496,1703,1041,1421,1314
50.7136,-1.873374,2019,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,7.27,864,615,1322,1234,1102,998,190,167,5079,1269,1297,1179,1132,1076
53.45,5.9,2019,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1519,1040,693,685,469,434,845,771,5707,1106,666,597,1760,1656
53.417,5.324,2019,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1490,1003,708,705,484,455,816,735,5678,1121,681,623,1731,1626
53.4,5.33,2019,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1482,1003,718,707,494,456,808,734,5670,1119,691,624,1723,1625
59.053804,10.438639,2019,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1694,1404,49,43,249,253,1496,1343,6358,1630,174,171,2411,2295
51.67,3.739,2019,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1296,932,936,927,712,677,622,572,5484,1026,909,843,1537,1414
51.7,4,2019,5,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,6.55,1313,944,920,913,696,662,639,588,5502,1023,893,828,1555,1431
58.45024,-5.03832,2019,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.45,-5.14999999999999,6.51,686,646,1040,942,932,863,1065,902,5831,1964,1052,997,1883,1822
54.65659,-5.808641,2019,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,518,302,1489,1132,1381,963,626,490,5393,1727,1501,1137,1445,1399
53.99983,-9.999225,2019,5,"Ireland","HUMAN_OBSERVATION",54.05,-9.94999999999999,6.45,103,90,1623,1397,1515,1239,776,570,5285,1930,1635,1409,1342,1317
51.525,4.078,2019,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,959,943,931,720,680,646,592,5509,999,916,844,1562,1420
51.633,3.691,2019,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
55.74869,-4.906464,2019,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,534,419,1427,1023,1320,872,745,601,5511,1752,1440,1038,1563,1529
53.31739,-4.63583,2019,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,658,341,1638,1154,1530,958,481,330,5252,1582,1650,1139,1304,1271
53.21552,-4.192327,2019,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-4.14999999999999,15.23,684,373,1650,1127,1543,929,518,332,5290,1557,1663,1109,1342,1284
53.21552,-4.192327,2019,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-4.14999999999999,15.23,684,373,1650,1127,1543,929,518,332,5290,1557,1663,1109,1342,1284
53.31697,-4.634723,2019,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,658,341,1638,1154,1530,958,481,330,5252,1582,1650,1139,1304,1271
60.423669,4.914171,2019,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
58.22833,6.50283,2019,6,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,1398,1155,330,280,223,216,1299,1114,6161,1588,343,319,2214,2076
57.24968,12.09097,2019,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1774,1451,188,190,239,188,1507,1311,6369,1424,48,53,2422,2230
51.45,3.7,2019,7,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,10.41,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
57.33183,-6.507299,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,537,499,1192,1049,1084,942,930,790,5696,1940,1204,1091,1748,1688
57.36275,-6.531906,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,537,501,1192,1050,1084,943,930,794,5696,1943,1204,1091,1748,1691
57.33178,-6.512399,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,537,499,1192,1050,1084,942,930,790,5696,1940,1204,1091,1748,1688
